Gene,GO,UniProt
A1CF,GO:0003723,Q9NQ94
A1CF,GO:0003729,Q9NQ94
A1CF,GO:0003727,Q9NQ94
A2M,GO:0002020,P01023
A2ML1,GO:0002020,A8K2U0
AARS2,GO:0003723,Q5JTZ9
AARS2,GO:0004812,Q5JTZ9
AARS2,GO:0016875,Q5JTZ9
AATF,GO:0003723,Q9NY61
AATF,GO:0048156,Q9NY61
ABCA1,GO:0031267,O95477
ABCA1,GO:0008565,O95477
ABCB1,GO:0044389,P08183
ABCB1,GO:0031625,P08183
ABCC4,GO:0015662,O15439
ABCD1,GO:0043531,P33897
ABCE1,GO:0043021,P61221
ABCE1,GO:0043024,P61221
ABCF1,GO:0003723,Q8NE71
ABCF1,GO:0008135,Q8NE71
ABCF3,GO:0050839,Q9NUQ8
ABCF3,GO:0045296,Q9NUQ8
ABI1,GO:0050839,Q8IZP0
ABI1,GO:0045296,Q8IZP0
ABI1,GO:0060090,Q8IZP0
ABI1,GO:0035591,Q8IZP0
ABI2,GO:0044389,Q9NYB9
ABI2,GO:0031625,Q9NYB9
ABI2,GO:0060090,Q9NYB9
ABI2,GO:0031267,Q9NYB9
ABI2,GO:0030674,Q9NYB9
ABI2,GO:0035591,Q9NYB9
ABI2,GO:0070064,Q9NYB9
ABL1,GO:0008022,P00519
ABL1,GO:0004713,P00519
ABL1,GO:0051219,P00519
ABL1,GO:0045309,P00519
ABL1,GO:0004715,P00519
ABL1,GO:0001784,P00519
ABL1,GO:0005080,P00519
ABL1,GO:0046875,P00519
ABL1,GO:0070064,P00519
ABL2,GO:0004713,P42684
ABL2,GO:0051219,P42684
ABL2,GO:0045309,P42684
ABL2,GO:0004715,P42684
ABL2,GO:0001784,P42684
ABT1,GO:0003723,Q9ULW3
ABTB1,GO:0003723,Q969K4
ABTB1,GO:0008135,Q969K4
ABTB1,GO:0003746,Q969K4
ACD,GO:0070182,Q96AP0
ACIN1,GO:0003723,Q9UKV3
ACO1,GO:0003723,P21399
ACO1,GO:0003729,P21399
ACO1,GO:0051539,P21399
ACO2,GO:0051539,Q99798
ACOX1,GO:0047485,Q15067
ACTA1,GO:0043531,A6NL76
ACTB,GO:0048156,P60709
ACTB,GO:0019894,P60709
ACTG1,GO:0044389,P63261
ACTG1,GO:0031625,P63261
ACTN1,GO:0003723,P12814
ACTN1,GO:0050839,P12814
ACTN1,GO:0003725,P12814
ACTN1,GO:0030374,P12814
ACTN1,GO:0017166,P12814
ACTN2,GO:0050839,P35609
ACTN2,GO:0030374,P35609
ACTN3,GO:0050839,A0A087WSZ2
ACTN4,GO:0003723,O43707
ACTN4,GO:0050839,O43707
ACTN4,GO:0047485,O43707
ACTN4,GO:0030374,O43707
ACVR1,GO:0050839,Q04771
ACVR1,GO:0045296,Q04771
ACVR1,GO:0046332,Q04771
ACVR1B,GO:0044389,P36896
ACVR1B,GO:0031625,P36896
ACVR1B,GO:0046332,P36896
ADAM10,GO:0050839,O14672
ADAM15,GO:0050839,Q13444
ADAM17,GO:0050839,P78536
ADAM9,GO:0050839,Q13443
ADAM9,GO:0005080,Q13443
ADAMTSL4,GO:0002020,Q6UY14
ADAP1,GO:0005547,H7C264
ADAR,GO:0003723,P55265
ADAR,GO:0003725,P55265
ADARB1,GO:0003723,P78563
ADARB1,GO:0003729,P78563
ADARB1,GO:0003725,P78563
ADCY6,GO:0005080,O43306
ADRM1,GO:0002020,Q16186
ADRM1,GO:0032182,Q16186
ADRM1,GO:0043130,Q16186
ADRM1,GO:0016504,Q16186
AFF2,GO:0003723,P51816
AFG3L2,GO:0051082,D3DUJ0
AGFG1,GO:0003723,P52594
AGO1,GO:0003723,Q9UL18
AGO1,GO:0003725,Q9UL18
AGO1,GO:0003727,Q9UL18
AGO1,GO:0001098,Q9UL18
AGO1,GO:0001099,Q9UL18
AGO1,GO:0070063,Q9UL18
AGO1,GO:0001047,Q9UL18
AGO1,GO:0001046,Q9UL18
AGO1,GO:0061980,Q9UL18
AGO1,GO:0000993,Q9UL18
AGO1,GO:0035198,Q9UL18
AGO2,GO:0003723,Q9UKV8
AGO2,GO:0003729,Q9UKV8
AGO2,GO:0008022,Q9UKV8
AGO2,GO:0008135,Q9UKV8
AGO2,GO:0003725,Q9UKV8
AGO2,GO:0003727,Q9UKV8
AGO2,GO:0003743,Q9UKV8
AGO2,GO:0001098,Q9UKV8
AGO2,GO:0001099,Q9UKV8
AGO2,GO:0070063,Q9UKV8
AGO2,GO:0001047,Q9UKV8
AGO2,GO:0001046,Q9UKV8
AGO2,GO:0061980,Q9UKV8
AGO2,GO:0000993,Q9UKV8
AGO2,GO:0016891,Q9UKV8
AGO2,GO:0035198,Q9UKV8
AGO3,GO:0003723,Q9H9G7
AGO3,GO:0003725,Q9H9G7
AGO3,GO:0003727,Q9H9G7
AGO3,GO:0061980,Q9H9G7
AGO3,GO:0016891,Q9H9G7
AGO3,GO:0035198,Q9H9G7
AHCYL1,GO:0003723,O43865
AHNAK,GO:0003723,Q09666
AHNAK,GO:0050839,Q09666
AHNAK,GO:0045296,Q09666
AHR,GO:0031072,P35869
AHR,GO:0001098,P35869
AHR,GO:0001099,P35869
AHR,GO:0051879,P35869
AHR,GO:0001091,P35869
AHSA1,GO:0050839,O95433
AHSA1,GO:0045296,O95433
AHSA1,GO:0031072,O95433
AHSA1,GO:0051087,O95433
AHSA1,GO:0060590,O95433
AHSA1,GO:0051879,O95433
AHSA1,GO:0001671,O95433
AIMP1,GO:0003723,Q12904
AIMP2,GO:0060090,Q13155
AKAP1,GO:0003723,Q92667
AKAP11,GO:0019903,Q9UKA4
AKAP13,GO:0060090,Q12802
AKAP13,GO:0031267,Q12802
AKAP13,GO:0035591,Q12802
AKAP13,GO:0032947,Q12802
AKAP17A,GO:0003723,Q02040
AKAP5,GO:0060090,P24588
AKAP5,GO:0019903,P24588
AKAP8,GO:0003723,O43823
AKAP8,GO:0051059,O43823
AKAP8L,GO:0003723,Q9ULX6
AKAP9,GO:0060090,Q99996
AKT1,GO:0019903,P31749
AKT1,GO:0005080,P31749
AKT1,GO:0004712,P31749
AKT1,GO:0005547,P31749
AKT1,GO:0071889,P31749
AKT1,GO:0030235,P31749
ALB,GO:0051087,P02768
ALDH18A1,GO:0003723,P54886
ALDOA,GO:0003723,P04075
ALDOA,GO:0050839,P04075
ALDOA,GO:0045296,P04075
ALG13,GO:0003723,Q9NP73
ALK,GO:0004713,B6D4Y7
ALS2,GO:0031267,Q96Q42
ALYREF,GO:0003723,Q86V81
AMBRA1,GO:0044389,Q9C0C7
AMBRA1,GO:0031625,Q9C0C7
AMFR,GO:0060090,Q9UKV5
AMFR,GO:0030674,Q9UKV5
AMFR,GO:0002020,Q9UKV5
AMFR,GO:0032182,Q9UKV5
AMFR,GO:0051087,Q9UKV5
AMFR,GO:0043130,Q9UKV5
AMFR,GO:1990381,Q9UKV5
ANAPC1,GO:0060090,Q9H1A4
ANAPC2,GO:0044389,Q9UJX6
ANAPC2,GO:0031625,Q9UJX6
ANAPC5,GO:0019903,Q9UJX4
ANGPT4,GO:0030971,Q9Y264
ANK3,GO:0050839,Q12955
ANK3,GO:0045296,Q12955
ANK3,GO:0060090,Q12955
ANK3,GO:0030674,Q12955
ANKFY1,GO:0031267,Q9P2R3
ANKHD1,GO:0003723,Q8IWZ3
ANKLE2,GO:0019903,Q86XL3
ANKRD17,GO:0003723,O75179
ANKRD27,GO:0031267,Q96NW4
ANKS1A,GO:0046875,Q92625
ANKS1B,GO:0046875,Q7Z6G8
ANLN,GO:0050839,H7C1C2
ANLN,GO:0045296,H7C1C2
ANP32A,GO:0003723,P39687
ANP32B,GO:0070063,Q92688
ANXA1,GO:0003723,P04083
ANXA1,GO:0050839,P04083
ANXA1,GO:0045296,P04083
ANXA1,GO:0004386,P04083
ANXA1,GO:0003697,P04083
ANXA1,GO:0003727,P04083
ANXA1,GO:0003678,P04083
ANXA1,GO:0008094,P04083
ANXA1,GO:0098641,P04083
ANXA11,GO:0003723,P50995
ANXA2,GO:0003723,P07355
ANXA2,GO:0050839,P07355
ANXA2,GO:0045296,P07355
ANXA2,GO:0002020,P07355
ANXA2,GO:0098641,P07355
ANXA2P2,GO:0002020,A6NMY6
ANXA4,GO:0051059,P09525
ANXA7,GO:0003723,P20073
ANXA7,GO:0050839,P20073
ANXA8,GO:0005547,P13928
AP1G1,GO:0060090,O43747
AP1G1,GO:0031267,O43747
AP1G1,GO:0030674,O43747
AP1G1,GO:0019894,O43747
AP1M1,GO:0060090,Q9BXS5
AP1M1,GO:0030674,Q9BXS5
AP1M2,GO:0060090,Q9Y6Q5
AP1M2,GO:0030674,Q9Y6Q5
AP2A1,GO:0060090,O95782
AP2A1,GO:0008022,O95782
AP2A1,GO:0030674,O95782
AP2A1,GO:0070325,O95782
AP2A1,GO:0050750,O95782
AP2A2,GO:0060090,O94973
AP2A2,GO:0030674,O94973
AP2A2,GO:0097718,O94973
AP2B1,GO:0060090,P63010
AP2B1,GO:0030674,P63010
AP2B1,GO:0005048,P63010
AP2M1,GO:0060090,Q96CW1
AP2M1,GO:0030674,Q96CW1
AP2M1,GO:0005048,Q96CW1
AP2M1,GO:0070325,Q96CW1
AP2M1,GO:0050750,Q96CW1
AP2S1,GO:0060090,P53680
AP2S1,GO:0030674,P53680
AP3B1,GO:0019903,O00203
APAF1,GO:0031072,O14727
APAF1,GO:0016504,O14727
APAF1,GO:0043531,O14727
APBB1,GO:0044389,O00213
APBB1,GO:0031625,O00213
APBB1,GO:0070325,O00213
APBB1,GO:0050750,O00213
APBB1,GO:0070064,O00213
APBB3,GO:0070325,O95704
APBB3,GO:0050750,O95704
APC,GO:0044389,P25054
APC,GO:0031625,P25054
APCS,GO:0051082,P02743
APEH,GO:0003723,P13798
APEX1,GO:0003723,P27695
APEX1,GO:0003684,P27695
APEX1,GO:0051059,P27695
APEX1,GO:0016891,P27695
APH1A,GO:0060090,Q96BI3
APH1A,GO:0030674,Q96BI3
APH1A,GO:0016504,Q96BI3
APOA1,GO:0031072,P02647
APOA1,GO:0070325,P02647
APOA2,GO:0031072,P02652
APOA2,GO:0070325,P02652
APOA5,GO:0070325,Q6Q788
APOA5,GO:0050750,Q6Q788
APOB,GO:0070325,P04114
APOB,GO:0050750,P04114
APOBEC3B,GO:0003723,Q9UH17
APOBEC3C,GO:0003723,Q9NRW3
APOBEC3D,GO:0003723,Q96AK3
APOBEC3G,GO:0003723,Q9HC16
APOC3,GO:0070325,B0YIW2
APOE,GO:0048156,P02649
APOE,GO:0070325,P02649
APOE,GO:0050750,P02649
APP,GO:0016504,P05067
APTX,GO:0003723,Q7Z2E3
APTX,GO:0003697,Q7Z2E3
APTX,GO:0047485,Q7Z2E3
APTX,GO:0051219,Q7Z2E3
APTX,GO:0003725,Q7Z2E3
APTX,GO:0003684,Q7Z2E3
AQR,GO:0003723,O60306
AQR,GO:0003729,O60306
AQR,GO:0004386,O60306
AQR,GO:0003724,O60306
AQR,GO:0003727,O60306
AR,GO:0001098,P10275
AR,GO:0001099,P10275
AR,GO:0001224,P10275
AR,GO:0001091,P10275
ARAF,GO:0004709,P10398
ARAP1,GO:0005547,Q96P48
ARAP3,GO:0005547,Q8WWN8
ARCN1,GO:0003723,P48444
ARF1,GO:0003723,P84077
ARF6,GO:0047485,P62330
ARFIP2,GO:0050839,P53365
ARFIP2,GO:0045296,P53365
ARFIP2,GO:0031267,P53365
ARHGAP1,GO:0050839,Q07960
ARHGAP1,GO:0045296,Q07960
ARHGAP1,GO:0031267,Q07960
ARHGAP9,GO:0005547,Q9BRR9
ARHGEF16,GO:0050839,Q5VV41
ARHGEF16,GO:0045296,Q5VV41
ARHGEF16,GO:0031267,Q5VV41
ARHGEF16,GO:0030971,Q5VV41
ARHGEF2,GO:0031267,Q5VY93
ARHGEF28,GO:0003723,Q8N1W1
ARID5A,GO:0003723,Q03989
ARID5A,GO:0046966,Q03989
ARL6IP4,GO:0003723,Q66PJ3
ARNTL,GO:0031072,O00327
ARNTL,GO:0051879,O00327
ARPC4,GO:0060090,P59998
ARPC4,GO:0030674,P59998
ARRB2,GO:0044389,P32121
ARRB2,GO:0031625,P32121
ARRB2,GO:0071889,P32121
ASAP1,GO:0050839,Q9ULH1
ASAP1,GO:0045296,Q9ULH1
ASAP1,GO:0005547,Q9ULH1
ASCC1,GO:0003723,Q8N9N2
ASCC2,GO:0032182,Q9H1I8
ASCC2,GO:0043130,Q9H1I8
ASCC3,GO:0003723,Q8N3C0
ASCC3,GO:0004386,Q8N3C0
ASCC3,GO:0003678,Q8N3C0
ASS1,GO:0003723,Q5T6L6
ATF4,GO:0008022,P18848
ATM,GO:0047485,Q13315
ATP12A,GO:0015662,P54707
ATP1A1,GO:0051087,P05023
ATP1A1,GO:0043531,P05023
ATP1A1,GO:0015662,P05023
ATP1A2,GO:0051087,P50993
ATP1A2,GO:0015662,P50993
ATP1A3,GO:0051087,P13637
ATP1A3,GO:0015662,P13637
ATP1A4,GO:0015662,Q13733
ATP1B1,GO:0060090,P05026
ATP1B1,GO:0008022,P05026
ATP1B1,GO:0030674,P05026
ATP1B1,GO:0060590,P05026
ATP1B1,GO:0001671,P05026
ATP1B3,GO:0060090,P54709
ATP1B3,GO:0030674,P54709
ATP1B3,GO:0060590,P54709
ATP1B3,GO:0001671,P54709
ATP2A1,GO:0015662,O14983
ATP2A2,GO:0015662,P16615
ATP2A3,GO:0016504,Q93084
ATP2A3,GO:0015662,Q93084
ATP2B1,GO:0015662,P20020
ATP2B2,GO:0015662,Q4LE63
ATP2B3,GO:0015662,Q16720
ATP2B4,GO:0019903,A7E2D8
ATP2B4,GO:0015662,A7E2D8
ATP2B4,GO:0030235,A7E2D8
ATP2C1,GO:0015662,P98194
ATP4A,GO:0015662,P20648
ATP6AP1,GO:0031267,Q15904
ATP6V0C,GO:0044389,P27449
ATP6V0C,GO:0031625,P27449
ATP7A,GO:0051087,Q04656
ATP7A,GO:0140104,Q04656
ATP7A,GO:0015662,Q04656
ATP7B,GO:0015662,P35670
ATP9A,GO:0002020,O75110
ATRX,GO:0004386,P46100
ATRX,GO:0003678,P46100
ATRX,GO:0008094,P46100
ATXN2,GO:0003723,Q99700
ATXN2,GO:0008022,Q99700
ATXN2L,GO:0003723,Q8WWM7
ATXN2L,GO:0050839,Q8WWM7
ATXN2L,GO:0045296,Q8WWM7
ATXN3,GO:0044389,P54252
ATXN3,GO:0031625,P54252
AUP1,GO:0044389,Q9Y679
AUP1,GO:0031625,Q9Y679
AUP1,GO:0032182,Q9Y679
AUP1,GO:0043130,Q9Y679
AUP1,GO:0055106,Q9Y679
AURKA,GO:0044389,O14965
AURKA,GO:0031625,O14965
AURKA,GO:0004712,O14965
AURKA,GO:0035173,O14965
AURKB,GO:0004712,Q96GD4
AURKB,GO:0035173,Q96GD4
AXIN1,GO:0044389,O15169
AXIN1,GO:0031625,O15169
AXIN1,GO:0060090,O15169
AXIN1,GO:0046332,O15169
AXIN1,GO:0035591,O15169
AXIN1,GO:0032947,O15169
AXIN1,GO:0030159,O15169
AXIN1,GO:0070411,O15169
AXL,GO:0004713,P30530
AZGP1,GO:0008565,P25311
B3GAT3,GO:0072542,O94766
BAD,GO:0019903,Q92934
BAD,GO:0016504,Q92934
BAD,GO:0071889,Q92934
BAG1,GO:0044389,Q99933
BAG1,GO:0031625,Q99933
BAG1,GO:0031072,Q99933
BAG1,GO:0051087,Q99933
BAG1,GO:0060590,Q99933
BAG1,GO:0000774,Q99933
BAG2,GO:0044389,O95816
BAG2,GO:0031625,O95816
BAG2,GO:0031072,O95816
BAG2,GO:0051087,O95816
BAG2,GO:0048156,O95816
BAG2,GO:0060590,O95816
BAG2,GO:0000774,O95816
BAG3,GO:0050839,O95817
BAG3,GO:0045296,O95817
BAG3,GO:0031072,O95817
BAG3,GO:0051087,O95817
BAG3,GO:0060590,O95817
BAG3,GO:0000774,O95817
BAG4,GO:0003723,O95429
BAG4,GO:0044389,O95429
BAG4,GO:0031625,O95429
BAG4,GO:0031072,O95429
BAG4,GO:0051087,O95429
BAG4,GO:0060590,O95429
BAG4,GO:0000774,O95429
BAG5,GO:0044389,Q9UL15
BAG5,GO:0031625,Q9UL15
BAG5,GO:0031072,Q9UL15
BAG5,GO:0051087,Q9UL15
BAG5,GO:0060590,Q9UL15
BAG5,GO:0000774,Q9UL15
BAG6,GO:0044389,P46379
BAG6,GO:0031625,P46379
BAG6,GO:0043021,P46379
BAG6,GO:0002020,P46379
BAG6,GO:0043022,P46379
BAG6,GO:0051787,P46379
BAG6,GO:1990381,P46379
BAIAP2,GO:0050839,Q9UQB8
BAIAP2,GO:0045296,Q9UQB8
BAIAP2,GO:0060090,Q9UQB8
BAIAP2,GO:0008022,Q9UQB8
BAIAP2,GO:0030674,Q9UQB8
BAIAP2,GO:0070064,Q9UQB8
BAIAP2,GO:0098641,Q9UQB8
BAK1,GO:0031072,Q16611
BAK1,GO:0051087,Q16611
BANF1,GO:0008022,O75531
BANF1,GO:0047485,O75531
BARD1,GO:0003723,Q99728
BAX,GO:0031072,Q07812
BAX,GO:0051087,Q07812
BAZ1B,GO:0004713,Q9UIG0
BAZ1B,GO:0004715,Q9UIG0
BAZ1B,GO:0035173,Q9UIG0
BCAM,GO:0008022,P50895
BCAR3,GO:0051219,O75815
BCAR3,GO:0045309,O75815
BCAR3,GO:0001784,O75815
BCCIP,GO:0003723,Q9P287
BCL10,GO:0044389,O95999
BCL10,GO:0031625,O95999
BCL10,GO:0008022,O95999
BCL10,GO:0002020,O95999
BCL10,GO:0051059,O95999
BCL2,GO:0044389,P10415
BCL2,GO:0031625,P10415
BCL2,GO:0019903,P10415
BCL2,GO:0002020,P10415
BCL2L13,GO:0016504,Q9BXK5
BCLAF1,GO:0003723,Q9NYF8
BDKRB2,GO:0002020,P30411
BECN1,GO:0044389,Q14457
BECN1,GO:0031625,Q14457
BET1,GO:0005484,O15155
BHLHE40,GO:0043425,O14503
BICC1,GO:0003723,Q9H694
BICD1,GO:0060090,Q96G01
BICD1,GO:0031267,Q96G01
BICD1,GO:0030674,Q96G01
BICD2,GO:0060090,Q8TD16
BICD2,GO:0031267,Q8TD16
BICD2,GO:0030674,Q8TD16
BID,GO:0044389,P55957
BID,GO:0031625,P55957
BIN1,GO:0002020,O00499
BIN1,GO:0051087,O00499
BIN1,GO:0070063,O00499
BIN1,GO:0048156,O00499
BIN3,GO:0060090,Q9NQY0
BIN3,GO:0030674,Q9NQY0
BIRC5,GO:0031267,O15392
BIRC5,GO:0051087,O15392
BLK,GO:0004713,P51451
BLK,GO:0004715,P51451
BLM,GO:0004386,P54132
BLM,GO:0003697,P54132
BLM,GO:0003678,P54132
BLM,GO:0003684,P54132
BLM,GO:0008094,P54132
BLM,GO:0002039,P54132
BLNK,GO:0060090,Q8WV28
BLNK,GO:0030674,Q8WV28
BLNK,GO:0030971,Q8WV28
BLNK,GO:0035591,Q8WV28
BLNK,GO:0005068,Q8WV28
BMPR1A,GO:0046332,P36894
BMPR1B,GO:0046332,O00238
BMPR2,GO:0050839,Q13873
BMPR2,GO:0045296,Q13873
BMS1,GO:0003723,Q14692
BMS1,GO:0030515,Q14692
BMX,GO:0004713,P51813
BMX,GO:0004715,P51813
BOD1L1,GO:0019903,Q8NFC6
BOLL,GO:0003723,F8WD91
BOLL,GO:0003729,F8WD91
BOP1,GO:0003723,Q14137
BOP1,GO:0043021,Q14137
BRCA1,GO:0003723,P38398
BRCA1,GO:0044389,P38398
BRCA1,GO:0031625,P38398
BRCA1,GO:0003684,P38398
BRCA1,GO:0070063,P38398
BRCA2,GO:0008022,P51587
BRCA2,GO:0002020,P51587
BRCA2,GO:0003697,P51587
BRCA2,GO:0043015,P51587
BRD4,GO:0002039,O60885
BRD4,GO:0001098,O60885
BRD4,GO:0001099,O60885
BRD4,GO:0070063,O60885
BRD4,GO:0000993,O60885
BRD7,GO:0002039,Q9NPI1
BRD8,GO:0030374,Q9H0E9
BRD8,GO:0046966,Q9H0E9
BRIP1,GO:0004386,Q9BX63
BRIP1,GO:0003724,Q9BX63
BRIP1,GO:0003678,Q9BX63
BRIP1,GO:0051539,Q9BX63
BRIX1,GO:0003723,Q8TDN6
BRSK1,GO:0048156,Q8TDC3
BRSK1,GO:0043015,Q8TDC3
BSG,GO:0050839,P35613
BSG,GO:0045296,P35613
BST2,GO:0003723,Q10589
BTAF1,GO:0004386,O14981
BTAF1,GO:0008094,O14981
BTBD1,GO:0097602,Q9H0C5
BTF3,GO:0003723,P20290
BTK,GO:0004713,Q06187
BTK,GO:0004715,Q06187
BTK,GO:0005547,Q06187
BTRC,GO:0060090,Q9Y297
BTRC,GO:0030674,Q9Y297
BTRC,GO:0051219,Q9Y297
BTRC,GO:0045309,Q9Y297
BTRC,GO:0055106,Q9Y297
BUB3,GO:0032182,J3QT28
BUB3,GO:0043130,J3QT28
BYSL,GO:0003723,Q13895
BYSL,GO:0030515,Q13895
BZW1,GO:0003723,Q7L1Q6
BZW1,GO:0050839,Q7L1Q6
BZW1,GO:0045296,Q7L1Q6
BZW2,GO:0050839,Q9Y6E2
BZW2,GO:0045296,Q9Y6E2
C14orf93,GO:0003723,Q9H972
C1D,GO:0003723,Q13901
C1QBP,GO:0003723,Q07021
C1QBP,GO:0003729,Q07021
C1QBP,GO:0043021,Q07021
C1QBP,GO:0043022,Q07021
C1QBP,GO:0005080,Q07021
C4BPA,GO:0003723,P04003
C7orf50,GO:0003723,Q9BRJ6
CACTIN,GO:0003723,Q8WUQ7
CACYBP,GO:0044389,Q9HB71
CACYBP,GO:0031625,Q9HB71
CADM4,GO:0019903,Q8NFZ8
CADM4,GO:0030971,Q8NFZ8
CALCOCO1,GO:0008022,Q9P1Z2
CALCOCO1,GO:0030374,Q9P1Z2
CALM1,GO:0047485,P0DP23
CALM1,GO:0097718,P0DP23
CALM1,GO:0072542,P0DP23
CALM1,GO:0030235,P0DP23
CALM2,GO:0047485,P0DP24
CALM2,GO:0097718,P0DP24
CALM2,GO:0072542,P0DP24
CALM3,GO:0047485,P0DP25
CALM3,GO:0097718,P0DP25
CALM3,GO:0072542,P0DP25
CALM3,GO:0030235,P0DP25
CALR,GO:0003723,P27797
CALR,GO:0050839,P27797
CALR,GO:0044389,P27797
CALR,GO:0031625,P27797
CALR,GO:0003729,P27797
CALR,GO:0051082,P27797
CALR,GO:0051087,P27797
CALR,GO:0044183,P27797
CAMK2A,GO:0009931,Q9UQM7
CAMSAP1,GO:0051011,Q5T5Y3
CAMSAP2,GO:0051011,Q08AD1
CAMSAP3,GO:0051011,Q9P1Y5
CANX,GO:0003723,P27824
CANX,GO:0051082,P27824
CAPG,GO:0050839,H7C0X8
CAPG,GO:0045296,H7C0X8
CAPN3,GO:0060090,P20807
CAPRIN1,GO:0003723,Q14444
CAPZA1,GO:0050839,P52907
CAPZA1,GO:0045296,P52907
CAPZB,GO:0050839,P47756
CAPZB,GO:0045296,P47756
CARD10,GO:0032947,Q9BWT7
CARD10,GO:0030159,Q9BWT7
CARD8,GO:0016504,Q9Y2G2
CARM1,GO:0030374,Q86X55
CASC3,GO:0003723,O15234
CASC3,GO:0044389,O15234
CASC3,GO:0031625,O15234
CASP1,GO:0016504,P29466
CASP10,GO:0044389,Q92851
CASP10,GO:0031625,Q92851
CASP3,GO:0002020,P42574
CASP8,GO:0044389,Q14790
CASP8,GO:0031625,Q14790
CASP8AP2,GO:0032182,Q9UKL3
CASP8AP2,GO:0016504,Q9UKL3
CASP8AP2,GO:0032183,Q9UKL3
CAST,GO:0003723,P20810
CAST,GO:0050839,P20810
CAST,GO:0045296,P20810
CAT,GO:0005048,P04040
CAV1,GO:0060090,Q03135
CAV1,GO:0031267,Q03135
CAV1,GO:0030674,Q03135
CAV1,GO:0016504,Q03135
CAV2,GO:0060090,P51636
CAV2,GO:0030674,P51636
CAV3,GO:0060090,P56539
CAV3,GO:0008022,P56539
CBL,GO:0050839,P22681
CBL,GO:0045296,P22681
CBL,GO:0051219,P22681
CBL,GO:0030971,P22681
CBL,GO:0045309,P22681
CBL,GO:0001784,P22681
CBL,GO:0046875,P22681
CBLB,GO:0051219,Q13191
CBLB,GO:0030971,Q13191
CBLB,GO:0045309,Q13191
CBLB,GO:0001784,Q13191
CBLC,GO:0051219,Q9ULV8
CBLC,GO:0030971,Q9ULV8
CBLC,GO:0045309,Q9ULV8
CBLC,GO:0001784,Q9ULV8
CBS,GO:0044389,P35520
CBS,GO:0031625,P35520
CBX4,GO:0003723,O00257
CBX4,GO:0032182,O00257
CBX4,GO:0051219,O00257
CBX4,GO:0003727,O00257
CBX4,GO:0019789,O00257
CBX4,GO:0032183,O00257
CBX5,GO:0060090,P45973
CBX5,GO:0043021,P45973
CBX5,GO:0030674,P45973
CBX8,GO:0003723,Q9HC52
CBX8,GO:0003727,Q9HC52
CBX8,GO:0055106,Q9HC52
CCAR1,GO:0003723,Q8IX12
CCAR1,GO:0030374,Q8IX12
CCDC115,GO:0051082,Q96NT0
CCDC124,GO:0003723,Q96CT7
CCDC137,GO:0003723,Q6PK04
CCDC22,GO:0097602,O60826
CCDC47,GO:0003723,Q96A33
CCDC50,GO:0044389,Q8IVM0
CCDC50,GO:0031625,Q8IVM0
CCDC59,GO:0003723,Q9P031
CCDC86,GO:0003723,Q9H6F5
CCDC88A,GO:0005080,Q3V6T2
CCDC88A,GO:0005158,Q3V6T2
CCDC9,GO:0003723,Q9Y3X0
CCNB1,GO:0044389,P14635
CCNB2,GO:0050839,O95067
CCNB2,GO:0045296,O95067
CCND1,GO:0070064,P24385
CCNT1,GO:0003723,O60563
CCNT1,GO:0070063,O60563
CCNT1,GO:0017069,O60563
CCT2,GO:0044389,F5GWF6
CCT2,GO:0031625,F5GWF6
CCT2,GO:0051082,F5GWF6
CCT2,GO:0044183,F5GWF6
CCT3,GO:0003723,P49368
CCT3,GO:0051082,P49368
CCT3,GO:0044183,P49368
CCT4,GO:0003723,P50991
CCT4,GO:0051082,P50991
CCT4,GO:0044183,P50991
CCT5,GO:0003723,E7ENZ3
CCT5,GO:0003729,E7ENZ3
CCT5,GO:0051082,E7ENZ3
CCT5,GO:0044183,E7ENZ3
CCT5,GO:0048027,E7ENZ3
CCT6A,GO:0003723,P40227
CCT6A,GO:0051082,P40227
CCT6A,GO:0044183,P40227
CCT6B,GO:0051082,Q92526
CCT6B,GO:0044183,Q92526
CCT7,GO:0051082,Q99832
CCT7,GO:0044183,Q99832
CCT8,GO:0050839,Q7Z759
CCT8,GO:0045296,Q7Z759
CCT8,GO:0051082,Q7Z759
CCT8,GO:0044183,Q7Z759
CD151,GO:0050839,K4DIA7
CD2,GO:0030971,P06729
CD2AP,GO:0050839,Q9Y5K6
CD2AP,GO:0045296,Q9Y5K6
CD2AP,GO:0008022,Q9Y5K6
CD2BP2,GO:0043021,O95400
CD33,GO:0019903,P20138
CD40,GO:0044389,P25942
CD40,GO:0031625,P25942
CD46,GO:0050839,P15529
CD46,GO:0045296,P15529
CD70,GO:0002020,P32970
CD74,GO:0044183,P04233
CD81,GO:0050839,P60033
CDC20,GO:0008022,Q12834
CDC20,GO:0055106,Q12834
CDC25A,GO:0051087,P30304
CDC27,GO:0019903,P30260
CDC37,GO:0051082,Q16543
CDC37,GO:0031072,Q16543
CDC37,GO:0051087,Q16543
CDC37,GO:0051879,Q16543
CDC42EP1,GO:0050839,Q00587
CDC42EP1,GO:0045296,Q00587
CDC42EP1,GO:0098641,Q00587
CDC45,GO:0003697,O75419
CDC45,GO:0003688,O75419
CDC5L,GO:0003723,Q99459
CDC5L,GO:0019903,Q99459
CDH1,GO:0050839,A5D8W4
CDH1,GO:0045296,A5D8W4
CDH11,GO:0050839,P55287
CDH11,GO:0045296,P55287
CDH13,GO:0050839,H3BQH4
CDH13,GO:0045296,H3BQH4
